NAME,AGE,YEAR,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS
Boo Weekley,50,2017,"$416,929 ",0,27,75,11,1,0,69.2,289.9,71.7,68.6,1.83,44.6,3.293
Retief Goosen,55,2017,"$414,363 ",0,19,46,6,1,0,71.1,291.8,57.8,63.9,1.8,52.3,3.391
Tim Wilkinson,45,2017,"$411,459 ",0,22,59,10,0,0,69.4,279.5,65.7,64,1.76,61.1,3.356
Shawn Stefani,42,2017,"$404,377 ",0,26,70,10,1,0,69.6,294,60.5,66.5,1.793,45.7,3.243
Ryan Brehm,37,2017,"$396,258 ",0,25,78,15,0,0,69.9,311.5,51.9,67.4,1.799,47.9,3.487
Tom Hoge,34,2017,"$373,092 ",0,17,46,8,1,0,70.8,285.1,56,66.1,1.751,58.1,3.848
Roberto Castro,38,2017,"$367,362 ",0,25,69,10,0,0,70.9,280.5,66.4,63.7,1.819,48.9,2.913
Curtis Luck,27,2017,"$362,230 ",0,12,34,6,1,0,72.2,0,0,0,0,0,3.618
Andy Sullivan,36,2017,"$360,639 ",0,7,22,6,0,0,72,0,0,0,0,0,3.182
Peter Malnati,36,2017,"$358,541 ",0,29,86,16,0,0,70.1,282.3,63.1,62.5,1.753,53.1,3.453
Matt Every,40,2017,"$351,412 ",0,30,71,7,0,0,71.4,297.7,48.4,60.2,1.751,41.3,3.592
Joel Dahmen,36,2017,"$344,824 ",0,16,42,6,1,0,70.9,0,0,0,0,0,3.476
Greg Chalmers,50,2017,"$344,631 ",0,28,72,9,0,0,70.6,278,59.8,59.9,1.757,50,3.236
Vijay Singh,61,2017,"$337,305 ",0,18,48,6,0,0,71.9,0,0,0,0,0,3.208
Rafael Campos,35,2017,"$333,979 ",0,4,14,3,2,0,69.7,0,0,0,0,0,4.429
Fabián Gómez,45,2017,"$332,352 ",0,21,60,10,0,0,70,285.1,61.8,64.7,1.779,51.4,3.367
John Peterson,34,2017,"$329,705 ",0,15,39,6,0,0,70.9,0,0,0,0,0,3.308
Jonathan Byrd,46,2017,"$328,337 ",0,9,29,7,1,0,69.1,0,0,0,0,0,4
Ryo Ishikawa,32,2017,"$319,748 ",0,20,56,8,1,0,71.6,288.8,51.9,63.3,1.777,48.9,3.286
Steve Wheatcroft,46,2017,"$309,518 ",0,17,47,8,1,0,71.2,280.5,68.2,61,1.781,45.5,3.085
Jeunghun Wang,28,2017,"$307,605 ",0,10,28,6,0,0,73.3,0,0,0,0,0,2.821
Andrew Johnston,--,2017,"$293,233 ",0,13,38,7,1,0,72,0,0,0,0,0,3.211
K.J. Choi,53,2017,"$292,716 ",0,25,66,10,0,0,71.2,282.2,66.2,63,1.777,51.1,3.152
Matthew Southgate,35,2017,"$281,000 ",0,1,4,1,1,0,69,0,0,0,0,0,3.5
Joost Luiten,38,2017,"$279,237 ",0,5,14,4,0,0,71,0,0,0,0,0,3.214
Hunter Mahan,41,2017,"$277,235 ",0,26,71,10,0,0,71.5,294.5,63.4,64.6,1.802,55.2,3.141
Andrew Loupe,35,2017,"$273,070 ",0,21,52,6,1,0,72.7,311.3,45.9,59.8,1.802,39.8,3.038
Peter Uihlein,34,2017,"$272,529 ",0,7,23,5,1,0,70.9,0,0,0,0,0,3.478
Will MacKenzie,49,2017,"$272,288 ",0,16,48,8,0,0,69.3,0,0,0,0,0,3.438
Brett Stegmaier,40,2017,"$271,031 ",0,27,76,12,0,0,71.7,288.7,64.7,66.7,1.797,44.6,3.276
Mark Hubbard,34,2017,"$267,968 ",0,27,74,12,0,0,71.3,282.7,60.4,65.4,1.811,50.4,3.041
Gonzalo Fernandez-Castaño,43,2017,"$258,162 ",0,22,56,8,0,0,70.9,292.1,53.3,62.2,1.78,47.6,3.268
Thorbjørn Olesen,34,2017,"$257,917 ",0,6,20,4,1,0,72,0,0,0,0,0,3.2
Davis Love III,59,2017,"$257,270 ",0,13,35,6,1,0,70.9,0,0,0,0,0,3.486
Jordan Smith,31,2017,"$250,000 ",0,1,4,1,1,0,70.8,0,0,0,0,0,3.5
Thongchai Jaidee,54,2017,"$246,500 ",0,5,14,4,0,0,72,0,0,0,0,0,2.714
Brian Campbell,31,2017,"$237,537 ",0,20,52,7,0,0,70,296,58.2,63.3,1.75,57.1,3.423
Kyung-tae Kim,37,2017,"$236,208 ",0,5,16,5,0,0,73.6,0,0,0,0,0,2.375
Bill Lunde,48,2017,"$233,984 ",0,8,18,2,1,0,71.3,0,0,0,0,0,3.5
Ken Duke,55,2017,"$225,907 ",0,26,72,12,0,0,70.5,274.2,68.6,63.7,1.791,52,3.111
Rob Oppenheim,44,2017,"$224,190 ",0,4,12,2,1,0,72,0,0,0,0,0,2.917
Yuta Ikeda,38,2017,"$222,562 ",0,10,26,5,0,0,73,0,0,0,0,0,3.423
Steven Alker,52,2017,"$218,681 ",0,23,64,11,0,0,69.9,276.9,67.5,65.2,1.781,51,3.375
Danny Willett,36,2017,"$217,975 ",0,11,26,5,0,0,74.6,0,0,0,0,0,2
Bryce Molder,45,2017,"$216,892 ",0,26,74,11,0,0,71.6,277,57.6,61.8,1.778,57.2,3.108
Angel Cabrera,54,2017,"$210,479 ",0,16,33,3,1,0,72.5,0,0,0,0,0,2.879
Aaron Wise,27,2017,"$209,488 ",0,6,20,4,1,0,70.7,0,0,0,0,0,3.45
Stuart Appleby,52,2017,"$206,607 ",0,16,35,4,0,0,72,0,0,0,0,0,3.029
Andres Romero,42,2017,"$196,518 ",0,10,32,6,0,0,70.6,0,0,0,0,0,3.875
Mark Anderson,38,2017,"$188,806 ",0,20,52,6,1,0,71,283.8,60,65.6,1.796,51.3,3.308
Fabrizio Zanotti,40,2017,"$187,870 ",0,6,17,3,0,0,71.8,0,0,0,0,0,2.412
Miguel Angel Carballo,44,2017,"$186,623 ",0,22,58,8,0,0,70.4,288.1,63.6,64.9,1.802,45.5,3.207
Brett Drewitt,33,2017,"$184,388 ",0,19,53,8,0,0,71.6,286.4,60.7,64.8,1.803,50,3.321
Hiroshi Iwata,43,2017,"$179,133 ",0,10,25,2,1,0,71.7,0,0,0,0,0,3.24
Chan Kim,33,2017,"$175,333 ",0,2,6,1,0,0,71.2,0,0,0,0,0,2.833
Nicholas Lindheim,39,2017,"$175,107 ",0,21,56,9,0,0,71.5,287.1,56.2,65.7,1.772,53.9,3.536
Padraig Harrington,52,2017,"$171,407 ",0,11,28,4,0,0,71.5,0,0,0,0,0,2.821
Brad Fritsch,46,2017,"$166,440 ",0,18,52,9,0,0,71.5,288.3,56.4,64.2,1.8,48.2,3.596
Jason Bohn,50,2017,"$165,910 ",0,28,72,9,0,0,70.8,275.9,63.7,63.1,1.814,39.6,2.722
Dicky Pride,54,2017,"$165,022 ",0,7,20,4,0,0,69.7,0,0,0,0,0,3.3
Carl Pettersson,46,2017,"$164,621 ",0,27,61,6,0,0,69.6,280.2,51.9,57.9,1.748,48,3.066
Richard Bland,51,2017,"$160,000 ",0,2,8,2,0,0,70.8,0,0,0,0,0,4.125
Robby Shelton,28,2017,"$157,512 ",0,8,26,5,0,0,71.6,0,0,0,0,0,3.615
Eddie Pepperell,33,2017,"$156,809 ",0,1,4,1,0,0,70.8,0,0,0,0,0,4.5
Ernie Els,54,2017,"$155,926 ",0,20,52,7,0,0,72.4,284.7,56.2,56.8,1.767,50,2.788
Richard Sterne,42,2017,"$154,950 ",0,3,12,3,0,0,73.3,0,0,0,0,0,3.167
Young-han Song,--,2017,"$148,800 ",0,4,14,3,0,0,72.2,0,0,0,0,0,2.929
Fred Couples,64,2017,"$148,500 ",0,1,4,1,0,0,72.3,0,0,0,0,0,3.75
Keith Mitchell,32,2017,"$144,900 ",0,1,4,1,0,0,69.5,0,0,0,0,0,3.25
Chase Koepka,30,2017,"$140,225 ",0,2,2,0,1,0,74.5,0,0,0,0,0,2
Oscar Fraustro,41,2017,"$140,000 ",0,1,4,1,0,0,67.8,0,0,0,0,0,5.25
Will Wilcox,37,2017,"$137,567 ",0,14,30,4,0,0,70.9,0,0,0,0,0,3.633
Jason Gore,49,2017,"$133,125 ",0,5,12,1,0,0,71.5,0,0,0,0,0,3.167
Satoshi Kodaira,34,2017,"$132,814 ",0,4,16,4,0,0,71.1,0,0,0,0,0,3.5
Michael Putnam,40,2017,"$130,984 ",0,6,21,4,0,0,70.8,0,0,0,0,0,3.667
Austin Connelly,--,2017,"$128,917 ",0,1,4,1,0,0,69.5,0,0,0,0,0,3.75
Jon Curran,37,2017,"$128,092 ",0,11,35,7,0,0,70.7,0,0,0,0,0,3.543
Brandon Stone,30,2017,"$127,818 ",0,6,19,3,0,0,73.4,0,0,0,0,0,3
Marcus Fraser,45,2017,"$107,245 ",0,3,12,3,0,0,72.8,0,0,0,0,0,3.083
Sam Brazel,45,2017,"$107,000 ",0,2,8,2,0,0,71.6,0,0,0,0,0,3.375
John Senden,52,2017,"$104,044 ",0,14,40,5,0,0,71.4,0,0,0,0,0,3.15
Mark Wilson,49,2017,"$100,286 ",0,15,36,4,0,0,69.2,0,0,0,0,0,3.056
Steve Marino,44,2017,"$98,573 ",0,15,38,4,0,0,69.4,0,0,0,0,0,3.421
Cam Davis,29,2017,"$98,467 ",0,1,4,1,0,0,68,0,0,0,0,0,4
Rikard Karlberg,37,2017,"$93,000 ",0,1,4,1,0,0,70.5,0,0,0,0,0,5
Richie Ramsay,40,2017,"$88,000 ",0,2,6,1,0,0,71,0,0,0,0,0,2.667
Xinjun Zhang,36,2017,"$88,000 ",0,1,4,1,0,0,70.8,0,0,0,0,0,4.5
Chesson Hadley,36,2017,"$82,208 ",0,8,21,4,0,0,70,0,0,0,0,0,3.905
Ashun Wu,38,2017,"$80,167 ",0,1,4,1,0,0,71,0,0,0,0,0,3.75
Miguel Tabuena,29,2017,"$77,411 ",0,3,12,3,0,0,71.3,0,0,0,0,0,3.75
Beau Hossler,29,2017,"$77,028 ",0,8,25,4,0,0,71.7,0,0,0,0,0,3.08
Bob Estes,58,2017,"$76,930 ",0,15,37,3,0,0,71.8,0,0,0,0,0,2.757
Kramer Hickok,31,2017,"$75,300 ",0,2,6,1,0,0,70,0,0,0,0,0,3.667
John Merrick,41,2017,"$74,648 ",0,9,24,4,0,0,71.3,0,0,0,0,0,3.625
Shaun Norris,41,2017,"$69,250 ",0,2,8,2,0,0,72.3,0,0,0,0,0,2.5
Tyler Aldridge,39,2017,"$67,722 ",0,14,35,4,0,0,71.9,0,0,0,0,0,2.857
Y.E. Yang,52,2017,"$67,091 ",0,9,22,3,0,0,70.7,0,0,0,0,0,3.455
Dean Burmester,34,2017,"$67,000 ",0,1,4,1,0,0,71.8,0,0,0,0,0,4.75
Brett Coletta,27,2017,"$66,410 ",0,3,9,1,0,0,72.4,0,0,0,0,0,3.556
Charlie Wi,52,2017,"$65,613 ",0,6,12,2,0,0,70.6,0,0,0,0,0,3.667
Ryan Ruffels,25,2017,"$65,572 ",0,7,16,2,0,0,73.6,0,0,0,0,0,3.125
David Drysdale,49,2017,"$64,500 ",0,1,4,1,0,0,70.3,0,0,0,0,0,3
George Coetzee,37,2017,"$62,000 ",0,2,6,1,0,0,73.2,0,0,0,0,0,3.167
Zecheng Dou,27,2017,"$62,000 ",0,1,4,1,0,0,72,0,0,0,0,0,3.25
Freddie Jacobson,49,2017,"$61,129 ",0,9,20,2,0,0,72.6,0,0,0,0,0,2.95
Matthew Griffin,40,2017,"$60,106 ",0,3,10,2,0,0,75.6,0,0,0,0,0,1.9
Renato Paratore,27,2017,"$60,000 ",0,1,4,1,0,0,71,0,0,0,0,0,3
Jerry Kelly,57,2017,"$59,856 ",0,7,16,1,0,0,71.9,0,0,0,0,0,2.938
Jordan Niebrugge,30,2017,"$58,637 ",0,2,6,1,0,0,72.3,0,0,0,0,0,3.167
Lee McCoy,30,2017,"$56,667 ",0,3,12,3,0,0,70.4,0,0,0,0,0,3.583
Soo-min Lee,30,2017,"$56,645 ",0,2,8,2,0,0,74.8,0,0,0,0,0,3.25
Bradley Dredge,50,2017,"$55,000 ",0,2,6,1,0,0,72.8,0,0,0,0,0,2.833
WC Liang,45,2017,"$55,000 ",0,1,4,1,0,0,72.5,0,0,0,0,0,3.75
Michael Johnson,--,2017,"$54,768 ",0,2,6,1,0,0,70.2,0,0,0,0,0,4.5
Brendon de Jonge,43,2017,"$54,273 ",0,14,30,2,0,0,72.3,0,0,0,0,0,3.2
Craig Barlow,51,2017,"$53,426 ",0,3,7,2,0,0,72.3,0,0,0,0,0,2.857
Michael Hendry,44,2017,"$52,000 ",0,2,6,1,0,0,72.8,0,0,0,0,0,3.333
Gregory Bourdy,41,2017,"$51,500 ",0,2,6,1,0,0,73.3,0,0,0,0,0,3
Scott Langley,34,2017,"$49,308 ",0,3,10,2,0,0,70.8,0,0,0,0,0,3.2
Alexander Levy,33,2017,"$47,750 ",0,4,10,1,0,0,74.1,0,0,0,0,0,2.6
Jordan Zunic,--,2017,"$47,750 ",0,1,4,1,0,0,73.5,0,0,0,0,0,3
Paul Lawrie,55,2017,"$47,500 ",0,2,6,1,0,0,72.7,0,0,0,0,0,2.167
David Lipsky,35,2017,"$46,625 ",0,2,6,1,0,0,72.8,0,0,0,0,0,3
Roberto Díaz,37,2017,"$45,625 ",0,3,8,1,0,0,73.5,0,0,0,0,0,2.5
Laurie Canter,34,2017,"$45,286 ",0,1,4,1,0,0,70.5,0,0,0,0,0,3
Jack Maguire,29,2017,"$44,975 ",0,1,4,1,0,0,72.5,0,0,0,0,0,3
Matthew Millar,--,2017,"$44,375 ",0,1,4,1,0,0,74.5,0,0,0,0,0,2.25
Pablo Larrazabal,40,2017,"$44,250 ",0,3,8,1,0,0,74.5,0,0,0,0,0,2
Jacques Blaauw,38,2017,"$43,000 ",0,1,4,1,0,0,75.3,0,0,0,0,0,2.5
Huilin Zhang,--,2017,"$42,500 ",0,1,4,1,0,0,76.3,0,0,0,0,0,1.75
Nathan Holman,32,2017,"$42,125 ",0,1,4,1,0,0,76.5,0,0,0,0,0,2.25
Arjun Atwal,50,2017,"$40,799 ",0,6,14,2,0,0,71.1,0,0,0,0,0,3.643
Kurt Kitayama,31,2017,"$39,257 ",0,2,6,1,0,0,69.2,0,0,0,0,0,5.167
Chase Seiffert,32,2017,"$38,047 ",0,3,7,2,0,0,69.6,0,0,0,0,0,3.714
Zack Sucher,--,2017,"$35,135 ",0,14,36,3,0,0,72,0,0,0,0,0,3.028
Bobby Wyatt,--,2017,"$33,139 ",0,20,46,4,0,0,71,0,0,0,0,0,2.957
Robert Allenby,52,2017,"$32,851 ",0,4,10,2,0,0,71.2,0,0,0,0,0,3.7
Charlie Danielson,30,2017,"$31,302 ",0,3,6,1,0,0,72,0,0,0,0,0,2.833
Ted Potter Jr.,40,2017,"$31,284 ",0,2,6,1,0,0,71,0,0,0,0,0,3.333
Andrew Dodt,--,2017,"$31,070 ",0,1,4,1,0,0,70.8,0,0,0,0,0,2.25
Yikeun Chang,--,2017,"$31,070 ",0,1,4,1,0,0,70.8,0,0,0,0,0,2.75
Tim Herron,54,2017,"$29,857 ",0,8,18,2,0,0,72.1,0,0,0,0,0,3.5
Jonathan Garrick,--,2017,"$28,490 ",0,2,8,2,0,0,71.3,0,0,0,0,0,2.875
Sam Horsfield,27,2017,"$27,904 ",0,6,14,2,0,0,70.9,0,0,0,0,0,3.786
Larry Mize,65,2017,"$27,720 ",0,1,4,1,0,0,76.3,0,0,0,0,0,0.75
Rich Berberian Jr.,--,2017,"$26,284 ",0,7,16,2,0,0,73.4,0,0,0,0,0,2.625
Toby Tree,--,2017,"$25,843 ",0,1,4,1,0,0,71,0,0,0,0,0,2.25
Wesley McClain,--,2017,"$25,744 ",0,2,7,2,0,0,73.9,0,0,0,0,0,2.429
Thomas Aiken,40,2017,"$25,026 ",0,1,4,1,0,0,74,0,0,0,0,0,2.75
Steven Bowditch,40,2017,"$24,650 ",0,27,56,2,0,0,72.9,287.3,45.4,53.5,1.845,57.8,2.339
Mike Lorenzo-Vera,39,2017,"$24,500 ",0,1,4,1,0,0,71.5,0,0,0,0,0,2.75
Yusaku Miyazato,43,2017,"$24,301 ",0,3,8,1,0,0,73.5,0,0,0,0,0,2.375
Stephan Jaeger,34,2017,"$24,301 ",0,2,6,1,0,0,74,0,0,0,0,0,2.167
Tommy Gainey,48,2017,"$23,717 ",0,8,18,2,0,0,71.2,0,0,0,0,0,3.611
Kevin Dougherty,32,2017,"$23,696 ",0,2,6,1,0,0,73.7,0,0,0,0,0,2.333
Joe Dean,--,2017,"$23,556 ",0,1,4,1,0,0,71.8,0,0,0,0,0,3.25
Joseph Bramlett,35,2017,"$23,516 ",0,1,4,1,0,0,70,0,0,0,0,0,4.25
Talor Gooch,32,2017,"$23,213 ",0,1,4,1,0,0,75.3,0,0,0,0,0,3
Tyler Light,33,2017,"$22,971 ",0,1,4,1,0,0,75.8,0,0,0,0,0,3.25
Ryan Fox,37,2017,"$22,875 ",0,2,6,1,0,0,72.7,0,0,0,0,0,2.667
Kent Bulle,35,2017,"$22,850 ",0,1,4,1,0,0,72.5,0,0,0,0,0,1.75
Dylan Frittelli,33,2017,"$20,800 ",0,2,6,1,0,0,73.5,0,0,0,0,0,2.667
Omar Uresti,55,2017,"$19,250 ",0,2,6,1,0,0,73.2,0,0,0,0,0,3.167
Max Homa,33,2017,"$18,008 ",0,17,37,2,0,0,72.9,0,0,0,0,0,2.784
Wyndham Clark,30,2017,"$16,934 ",0,5,10,1,0,0,72.1,0,0,0,0,0,3.2
Justin Lower,34,2017,"$16,425 ",0,1,4,1,0,0,72.8,0,0,0,0,0,2.5
Josh Teater,44,2017,"$16,253 ",0,2,6,1,0,0,69.2,0,0,0,0,0,4.5
Carlos Ortiz,32,2017,"$15,820 ",0,1,4,1,0,0,69.8,0,0,0,0,0,3.75
Abraham Ancer,33,2017,"$15,820 ",0,1,4,1,0,0,69.8,0,0,0,0,0,4
Gaganjeet Bhullar,--,2017,"$15,750 ",0,1,4,1,0,0,71.3,0,0,0,0,0,3.25
Alex Moon,--,2017,"$15,375 ",0,1,4,1,0,0,71.3,0,0,0,0,0,3
Shane Bertsch,53,2017,"$15,328 ",0,9,18,1,0,0,72.3,0,0,0,0,0,2.5
D.J. Trahan,43,2017,"$15,155 ",0,5,11,1,0,0,71.2,0,0,0,0,0,3.818
Dan Obremski,--,2017,"$14,981 ",0,1,4,1,0,0,70.3,0,0,0,0,0,3.75
Brendon Todd,38,2017,"$14,925 ",0,9,18,1,0,0,69.3,0,0,0,0,0,2.278
Gavin Green,30,2017,"$14,070 ",0,3,8,1,0,0,73.6,0,0,0,0,0,3
Charlie Beljan,39,2017,"$13,869 ",0,8,18,1,0,0,73.8,0,0,0,0,0,2.5
S.S.P. Chawrasia,45,2017,"$13,860 ",0,1,4,1,0,0,72.5,0,0,0,0,0,3
Justin Leonard,51,2017,"$13,702 ",0,1,4,1,0,0,73.5,0,0,0,0,0,3
Colt Knost,38,2017,"$13,580 ",0,5,12,1,0,0,66,0,0,0,0,0,3.25
Michael Bradley,57,2017,"$13,514 ",0,3,8,1,0,0,71.1,0,0,0,0,0,3.75
Danny Chia,51,2017,"$12,880 ",0,1,4,1,0,0,76.3,0,0,0,0,0,2.5
Kenny Pigman,--,2017,"$12,586 ",0,2,6,1,0,0,72.8,0,0,0,0,0,4.167
Troy Matteson,44,2017,"$12,376 ",0,4,8,1,0,0,70.8,0,0,0,0,0,3.125
Chip Deason,--,2017,"$12,352 ",0,2,5,1,0,0,71.2,0,0,0,0,0,3.2
Bobby Gates,38,2017,"$12,352 ",0,5,11,1,0,0,72.4,0,0,0,0,0,2.364
Jared Sawada,33,2017,"$12,000 ",0,1,4,1,0,0,69.5,0,0,0,0,0,3.25
Chris Evans,--,2017,"$11,890 ",0,1,4,1,0,0,70.8,0,0,0,0,0,3.75
Grant Leaver,--,2017,"$11,326 ",0,1,4,1,0,0,68.5,0,0,0,0,0,4.5
Matt Gilchrest,--,2017,"$11,326 ",0,1,4,1,0,0,68.5,0,0,0,0,0,5
Fred Funk,67,2017,"$11,280 ",0,1,3,1,0,0,69,0,0,0,0,0,2.667
Hyung-Sung Kim,43,2017,"$11,280 ",0,1,3,1,0,0,69,0,0,0,0,0,2.667
Anders Albertson,30,2017,"$11,280 ",0,1,3,1,0,0,70,0,0,0,0,0,3.667
Dru Love,--,2017,"$10,788 ",0,5,9,1,0,0,71.4,0,0,0,0,0,3.444
Tim Petrovic,57,2017,"$9,984 ",0,2,4,1,0,0,71,0,0,0,0,0,3.5
David Toms,57,2017,"$9,984 ",0,3,8,1,0,0,71.1,0,0,0,0,0,3.25
George McNeill,48,2017,"$9,984 ",0,7,17,1,0,0,71.2,0,0,0,0,0,3.059
Eric Axley,49,2017,"$9,198 ",0,4,8,1,0,0,71.5,0,0,0,0,0,3.125
John Rollins,48,2017,"$8,736 ",0,6,11,1,0,0,65.5,0,0,0,0,0,2.273
Matt Atkins,33,2017,"$8,190 ",0,1,4,1,0,0,72.3,0,0,0,0,0,4.25
Peter Lonard,56,2017,"$7,524 ",0,1,0,0,0,0,0,0,0,0,0,0,0
Cody Blick,--,2017,"$7,128 ",0,1,0,0,0,0,0,0,0,0,0,0,0
Chris Smith,54,2017,"$6,755 ",0,2,3,1,0,0,70.3,0,0,0,0,0,3.333
Shaun Micheel,55,2017,"$6,300 ",0,3,7,1,0,0,72.4,0,0,0,0,0,3
Cyril Bouniol,--,2017,"$5,790 ",0,1,3,1,0,0,71,0,0,0,0,0,3.333
